CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location Point1
41450417,DELTA SKY CLUB (BARTENDER SERVICE TERMINAL D DELTA DEPARTURE),Queens,0,LA GUARDIA AIRPORT,11369,7185653807,American,05/20/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,9,A,05/20/2016,06/06/2024,Cycle Inspection / Initial Inspection,40.774414029772,-73.877293351848,480,21,033100,4000000,4009260001,QN98,
41546986,BEDLAM,Manhattan,40,AVENUE C,10009,2122281049,American,05/20/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,05/20/2016,06/06/2024,Cycle Inspection / Initial Inspection,40.721863624186,-73.980453770185,103,02,002601,1004379,1003730001,MN28,
41546986,BEDLAM,Manhattan,40,AVENUE C,10009,2122281049,American,05/20/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,8,A,05/20/2016,06/06/2024,Cycle Inspection / Initial Inspection,40.721863624186,-73.980453770185,103,02,002601,1004379,1003730001,MN28,
41450417,DELTA SKY CLUB (BARTENDER SERVICE TERMINAL D DELTA DEPARTURE),Queens,0,LA GUARDIA AIRPORT,11369,7185653807,American,05/20/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,05/20/2016,06/06/2024,Cycle Inspection / Initial Inspection,40.774414029772,-73.877293351848,480,21,033100,4000000,4009260001,QN98,
40640688,SPIRIT OF NEW JERSEY,Manhattan,PIER 62,WEST 23 STREET - CHELSEA PIER,10014,2127277735,American,05/23/2016,Violations were cited in the following area(s).,02C,Hot food item that has been cooked and refrigerated is being held for service without first being reheated to 165º F or above within 2 hours.,Critical,5,A,05/23/2016,06/06/2024,Cycle Inspection / Initial Inspection,40.748371167461,-74.008445265181,104,03,009900,1012258,1006620062,MN13,
50046087,REVLON BAR - BELMONT ROOM @ METROPOLITAN OPERA,Manhattan,NKA,LINCOLN CENTER PLAZA,10023,2127993400,American,05/24/2016,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,17,,,06/06/2024,Pre-permit (Operational) / Initial Inspection,40.772488520236,-73.983753201005,107,06,014900,1000000,1011340001,MN14,
50046087,REVLON BAR - BELMONT ROOM @ METROPOLITAN OPERA,Manhattan,NKA,LINCOLN CENTER PLAZA,10023,2127993400,American,05/24/2016,Violations were cited in the following area(s).,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Applicable,,,,06/06/2024,Smoke-Free Air Act / Initial Inspection,40.772488520236,-73.983753201005,107,06,014900,1000000,1011340001,MN14,
41414797,(PUBLIC FARE) 81st street and central park west (Delacorte Theatre),Manhattan,,CENTRAL PARK WEST,10024,6467475354,American,05/24/2016,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,12,A,05/24/2016,06/06/2024,Cycle Inspection / Initial Inspection,,,,,,,,,
50046087,REVLON BAR - BELMONT ROOM @ METROPOLITAN OPERA,Manhattan,NKA,LINCOLN CENTER PLAZA,10023,2127993400,American,05/24/2016,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,17,,,06/06/2024,Pre-permit (Operational) / Initial Inspection,40.772488520236,-73.983753201005,107,06,014900,1000000,1011340001,MN14,
41414797,(PUBLIC FARE) 81st street and central park west (Delacorte Theatre),Manhattan,,CENTRAL PARK WEST,10024,6467475354,American,05/24/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,12,A,05/24/2016,06/06/2024,Cycle Inspection / Initial Inspection,,,,,,,,,
41226031,ARS NOVA THEATER,Manhattan,511,WEST   54 STREET,10019,2124899800,American,05/25/2016,Violations were cited in the following area(s).,15I,“No Smoking” and/or “Smoking Permitted” sign not conspicuously posted. Health warning not present on “Smoking Permitted” sign.,Not Applicable,,,,06/06/2024,Smoke-Free Air Act / Initial Inspection,40.767403241421,-73.990469275215,104,06,013500,1027060,1010830026,MN15,
41226031,ARS NOVA THEATER,Manhattan,511,WEST   54 STREET,10019,2124899800,American,05/25/2016,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,11,A,05/25/2016,06/06/2024,Cycle Inspection / Initial Inspection,40.767403241421,-73.990469275215,104,06,013500,1027060,1010830026,MN15,
41226031,ARS NOVA THEATER,Manhattan,511,WEST   54 STREET,10019,2124899800,American,05/25/2016,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,11,A,05/25/2016,06/06/2024,Cycle Inspection / Initial Inspection,40.767403241421,-73.990469275215,104,06,013500,1027060,1010830026,MN15,
41226031,ARS NOVA THEATER,Manhattan,511,WEST   54 STREET,10019,2124899800,American,05/25/2016,Violations were cited in the following area(s).,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Applicable,,,,06/06/2024,Smoke-Free Air Act / Initial Inspection,40.767403241421,-73.990469275215,104,06,013500,1027060,1010830026,MN15,
41226031,ARS NOVA THEATER,Manhattan,511,WEST   54 STREET,10019,2124899800,American,05/25/2016,Violations were cited in the following area(s).,04E,"Toxic chemical improperly labeled, stored or used such that food contamination may occur.",Critical,11,A,05/25/2016,06/06/2024,Cycle Inspection / Initial Inspection,40.767403241421,-73.990469275215,104,06,013500,1027060,1010830026,MN15,
41493226,SKY ROOM,Manhattan,330,WEST   40 STREET,10018,2123801195,American,05/26/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,48,,,06/06/2024,Cycle Inspection / Initial Inspection,40.756372159249,-73.99176667835,104,03,011500,1087265,1007630056,MN15,
41493226,SKY ROOM,Manhattan,330,WEST   40 STREET,10018,2123801195,American,05/26/2016,Violations were cited in the following area(s).,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Applicable,,,,06/06/2024,Smoke-Free Air Act / Initial Inspection,40.756372159249,-73.99176667835,104,03,011500,1087265,1007630056,MN15,
41493226,SKY ROOM,Manhattan,330,WEST   40 STREET,10018,2123801195,American,05/26/2016,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,48,,,06/06/2024,Cycle Inspection / Initial Inspection,40.756372159249,-73.99176667835,104,03,011500,1087265,1007630056,MN15,
41493226,SKY ROOM,Manhattan,330,WEST   40 STREET,10018,2123801195,American,05/26/2016,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.,Critical,48,,,06/06/2024,Cycle Inspection / Initial Inspection,40.756372159249,-73.99176667835,104,03,011500,1087265,1007630056,MN15,
41493226,SKY ROOM,Manhattan,330,WEST   40 STREET,10018,2123801195,American,05/26/2016,Violations were cited in the following area(s).,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturer’s documentation not maintained on site.",Not Applicable,,,,06/06/2024,Trans Fat / Initial Inspection,40.756372159249,-73.99176667835,104,03,011500,1087265,1007630056,MN15,
41709616,LA GUIRA RESTAURANT,Brooklyn,580,BROADWAY,11206,3474833611,Latin American,05/26/2016,Violations were cited in the following area(s).,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,8,A,05/26/2016,06/06/2024,Cycle Inspection / Initial Inspection,40.703927207945,-73.947551768851,301,33,050900,3061332,3022470006,BK72,
41493226,SKY ROOM,Manhattan,330,WEST   40 STREET,10018,2123801195,American,05/26/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,48,,,06/06/2024,Cycle Inspection / Initial Inspection,40.756372159249,-73.99176667835,104,03,011500,1087265,1007630056,MN15,
41709616,LA GUIRA RESTAURANT,Brooklyn,580,BROADWAY,11206,3474833611,Latin American,05/26/2016,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,8,A,05/26/2016,06/06/2024,Cycle Inspection / Initial Inspection,40.703927207945,-73.947551768851,301,33,050900,3061332,3022470006,BK72,
41709616,LA GUIRA RESTAURANT,Brooklyn,580,BROADWAY,11206,3474833611,Latin American,05/26/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,8,A,05/26/2016,06/06/2024,Cycle Inspection / Initial Inspection,40.703927207945,-73.947551768851,301,33,050900,3061332,3022470006,BK72,
41493226,SKY ROOM,Manhattan,330,WEST   40 STREET,10018,2123801195,American,05/26/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,48,,,06/06/2024,Cycle Inspection / Initial Inspection,40.756372159249,-73.99176667835,104,03,011500,1087265,1007630056,MN15,
41493226,SKY ROOM,Manhattan,330,WEST   40 STREET,10018,2123801195,American,05/26/2016,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,48,,,06/06/2024,Cycle Inspection / Initial Inspection,40.756372159249,-73.99176667835,104,03,011500,1087265,1007630056,MN15,
41493226,SKY ROOM,Manhattan,330,WEST   40 STREET,10018,2123801195,American,05/26/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,48,,,06/06/2024,Cycle Inspection / Initial Inspection,40.756372159249,-73.99176667835,104,03,011500,1087265,1007630056,MN15,
41493226,SKY ROOM,Manhattan,330,WEST   40 STREET,10018,2123801195,American,05/26/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,48,,,06/06/2024,Cycle Inspection / Initial Inspection,40.756372159249,-73.99176667835,104,03,011500,1087265,1007630056,MN15,
41709616,LA GUIRA RESTAURANT,Brooklyn,580,BROADWAY,11206,3474833611,Latin American,05/26/2016,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation system not provided,  improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,8,A,05/26/2016,06/06/2024,Cycle Inspection / Initial Inspection,40.703927207945,-73.947551768851,301,33,050900,3061332,3022470006,BK72,
50000360,CB CHARISMA BALLROOM,Queens,71-46,MAIN STREET,11367,7182682800,Other,05/28/2016,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,10,A,05/28/2016,06/06/2024,Cycle Inspection / Initial Inspection,40.727057561263,-73.822031566187,408,24,077902,4143376,4066200032,QN37,
41659494,WORLD YACHT PRINCESS,Manhattan,0,PIER   81,10036,2126308177,American,05/29/2016,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,6,A,05/29/2016,06/06/2024,Cycle Inspection / Initial Inspection,40.762185805839,-74.003306612645,104,03,011700,1087586,1011070005,MN13,
41659494,WORLD YACHT PRINCESS,Manhattan,0,PIER   81,10036,2126308177,American,05/29/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,6,A,05/29/2016,06/06/2024,Cycle Inspection / Initial Inspection,40.762185805839,-74.003306612645,104,03,011700,1087586,1011070005,MN13,
40394770,WEMBLEY ATHLETIC CLUB,Bronx,550,EAST  239 STREET,10470,7186528108,American,05/31/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,05/31/2016,06/06/2024,Cycle Inspection / Initial Inspection,40.901784816409,-73.85692615797,212,11,041400,2070560,2050650036,BX62,
